gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Vrai_Churn,Prediction_IA_Churn
Female,0,True,False,48,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,97.05,4692.95,False,0
Female,0,False,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.05,96.8,False,0
Male,0,True,True,71,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,True,Credit card (automatic),66.85,4748.7,False,0
Male,1,True,False,36,True,No,DSL,No,No,Yes,Yes,No,No,One year,False,Credit card (automatic),54.1,1992.85,False,0
Female,0,True,True,69,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.6,1673.4,False,0
Male,0,True,False,60,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.95,1258.15,False,0
Male,0,True,False,47,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.65,973.1,False,0
Male,0,False,False,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.95,1004.5,False,0
Female,0,True,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.65,134.05,False,0
Female,0,True,True,69,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),46.25,3121.4,False,0
Male,0,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.65,181.5,True,1
Female,0,False,False,33,True,No,Fiber optic,No,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),79.95,2684.85,False,0
Female,1,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.45,762.5,True,1
Male,0,True,False,18,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),56.8,1074.65,False,0
Female,0,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.85,163.2,False,0
Female,0,True,True,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.8,1378.75,False,0
Male,0,False,True,17,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,50.3,846.8,False,0
Male,0,True,True,61,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),98.45,6145.2,False,0
Male,0,True,False,40,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),97.1,3706.95,True,1
Female,0,False,False,1,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,84.3,84.3,True,1
Female,0,True,False,65,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),108.05,7118.9,False,0
Male,0,False,False,5,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,105.3,550.6,False,1
Female,0,True,False,57,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),100.75,5985,False,1
Female,0,True,True,58,True,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),66.8,3970.4,False,0
Female,0,False,False,54,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.5,1035.7,False,0
Male,0,False,False,27,True,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Electronic check,59.45,1611.65,False,0
Male,0,False,False,64,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,True,Credit card (automatic),84.3,5289.05,False,0
Female,0,True,True,52,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Bank transfer (automatic),101.25,5301.1,False,0
Female,0,False,False,3,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.1,307.4,True,1
Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.25,20.25,False,1
Male,0,False,False,1,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,61.15,61.15,False,1
Female,1,False,False,11,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),84.8,906.85,True,1
Female,0,True,False,45,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Mailed check,113.3,5032.25,False,0
Female,0,True,False,33,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,True,Credit card (automatic),95.0,3008.15,False,0
Female,1,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.75,154.85,True,1
Male,1,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,83.85,790.15,True,1
Male,1,False,False,66,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),110.9,7432.05,True,0
Male,0,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.65,68.35,False,0
Female,0,True,False,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,943.1,False,0
Female,0,True,True,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.5,1167.6,False,0
Female,0,True,False,55,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,77.75,4458.15,True,1
Female,0,False,False,3,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.1,246.5,True,1
Female,0,False,False,53,True,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),94.45,5042.75,False,0
Female,1,True,False,50,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,100.65,5189.75,False,1
Male,0,False,False,2,True,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,79.85,152.45,True,1
Male,0,False,True,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.35,74.35,True,1
Female,0,False,False,3,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.6,291.9,True,1
Male,0,True,True,67,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,False,Credit card (automatic),81.35,5398.6,False,0
Male,0,False,False,16,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,49.45,799,False,1
Female,1,False,False,44,True,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,False,Bank transfer (automatic),74.85,3268.05,False,0
Male,0,True,False,18,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,73.15,1305.95,False,1
Female,0,False,False,58,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,True,Credit card (automatic),71.1,4299.2,False,0
Male,0,True,False,52,True,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),61.35,3169.55,False,0
Male,0,True,True,63,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),104.8,6597.25,False,0
Male,1,False,False,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.05,3395.8,True,1
Female,0,True,False,71,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),105.15,7555,False,0
Male,0,True,True,48,True,No,DSL,No,Yes,Yes,No,No,No,One year,True,Credit card (automatic),55.8,2651.2,False,0
Male,0,True,True,72,True,Yes,DSL,Yes,No,No,No,No,No,Two year,False,Bank transfer (automatic),55.3,3983.6,False,0
Female,0,True,True,67,False,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,False,Bank transfer (automatic),36.15,2434.45,False,0
Female,1,False,False,18,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),103.6,1806.35,False,1
Female,0,False,False,42,True,Yes,DSL,Yes,Yes,No,No,No,No,One year,True,Bank transfer (automatic),60.15,2421.6,False,0
Female,1,True,False,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),108.8,7082.45,False,0
Female,0,True,True,46,False,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),35.05,1620.25,False,0
Male,0,True,False,51,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),106.8,5498.8,False,1
Female,1,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.75,606.25,True,1
Male,0,False,False,30,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.25,2755.35,True,1
Female,1,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,25.25,25.25,True,1
Female,0,False,False,28,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,56.05,1522.65,False,0
Male,0,True,False,56,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),54.05,2959.8,False,0
Male,0,False,True,3,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,26.4,121.25,False,0
Male,0,True,False,62,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),107.6,6912.7,False,0
Male,0,True,False,31,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,79.3,2484,False,0
Female,0,True,True,34,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,True,Mailed check,60.8,2042.05,False,0
Male,0,True,False,70,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),77.3,5498.2,False,0
Female,0,False,False,60,True,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,False,Electronic check,64.75,4039.5,False,0
Male,1,True,False,69,False,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,False,Credit card (automatic),56.55,3952.65,False,0
Male,1,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.65,71.65,True,1
Male,0,False,False,26,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,84.3,2281.6,False,0
Female,0,True,True,35,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,False,Electronic check,72.25,2568.55,True,0
Male,0,True,False,3,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,23.6,89.05,False,0
Male,0,False,True,33,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,False,Credit card (automatic),34.05,1113.95,False,0
Male,1,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.8,1388.45,False,0
Female,1,False,False,43,False,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),33.45,1500.25,False,1
Male,0,True,False,60,True,No,DSL,Yes,No,No,No,Yes,No,One year,True,Mailed check,59.8,3561.15,False,0
Male,0,True,True,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.75,856.5,False,0
Female,0,False,False,14,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),71.0,914,True,1
Female,1,False,False,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.45,742.95,True,1
Female,0,True,True,64,True,Yes,DSL,No,Yes,No,No,No,No,One year,True,Bank transfer (automatic),53.85,3399.85,False,0
Female,0,True,False,35,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,2416.55,True,1
Female,0,True,True,52,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.05,1270.25,False,0
Male,0,False,False,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.25,677.9,False,0
Female,0,False,False,42,True,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),54.55,2455.05,False,0
Female,0,False,False,50,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),82.5,4179.1,False,0
Male,0,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.95,373.5,False,0
Male,0,True,False,51,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,True,Credit card (automatic),90.35,4614.55,False,0
Male,0,False,False,4,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,False,Electronic check,90.65,367.95,False,1
Female,0,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,45.4,80.95,False,1
Male,0,False,False,15,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,29.7,438.25,True,1
Female,0,False,False,35,False,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,33.45,1175.85,False,0
Female,0,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),91.35,6697.2,False,0
Female,0,False,False,11,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,25.2,245.15,False,0
Female,0,False,False,5,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.5,514,True,1
Female,1,False,False,50,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,104.95,5222.35,False,1
Female,0,True,False,59,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.35,1267,False,0
Male,0,False,False,12,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.7,1253.9,True,1
Female,0,False,False,21,True,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Credit card (automatic),71.05,1524.85,False,0
Female,0,False,False,27,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Mailed check,56.7,1652.95,False,0
Male,1,True,False,71,True,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,True,Bank transfer (automatic),71.0,5012.1,False,0
Male,0,False,False,48,True,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,95.4,4445.3,False,1
Male,0,False,True,3,True,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,False,Mailed check,55.9,157.55,False,1
Female,0,False,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,471.7,False,0
Male,0,True,True,35,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,True,Credit card (automatic),69.15,2490.15,False,0
Female,0,False,False,17,True,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,True,Mailed check,69.0,1108,False,0
Male,0,True,True,29,True,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,False,Bank transfer (automatic),69.05,1958.45,False,0
Female,0,False,False,59,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,False,Credit card (automatic),79.85,4786.1,False,0
Male,0,True,True,13,True,No,DSL,No,No,No,No,Yes,Yes,One year,True,Electronic check,64.75,877.35,False,1
Male,0,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.0,1738.9,False,0
Female,0,False,False,61,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,89.65,5308.7,False,0
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.2,69.2,True,1
Female,0,False,False,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.0,303.15,True,1
Male,1,False,False,68,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.9,6503.2,False,1
Male,0,True,True,66,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Mailed check,84.0,5714.25,False,0
Male,1,False,False,10,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,79.25,793.55,True,1
Male,1,True,False,38,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,102.6,4009.2,False,1
Female,0,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),117.15,8529.5,False,0
Male,0,False,False,8,True,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,66.7,579,False,0
